corpus,charset,arm,w,topK,columns,oversample,footprint,stride,cells,glyphs,mae,rmse,ssim,gmsd,haarpsi,selectionWallSeconds,gitSHA,shapeQueryPolarity
nasa-steerable-v1,dots,znorm,1,,80,2,24,1,8640,8,0.24297519111367316,0.24868981815493024,0.3034154547790621,0.1789031175091979,0.37691792999257623,0.0020690630000000654,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,dots,znorm,2,,80,2,24,1,8640,8,0.23844213496053282,0.24528817586162815,0.30447461802532333,0.1934196701262231,0.3697508443767558,0.002063088000000064,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,dots,znorm,5,,80,2,24,1,8640,8,0.2425481712991585,0.25616657000533405,0.3061664417336643,0.2055420677296357,0.36961990821680096,0.002003204000000091,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,dots,znorm,10,,80,2,24,1,8640,8,0.24487437563534012,0.26101872222825057,0.3063547742421857,0.20679893279981498,0.3708715843651845,0.002039564000000088,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,dots,znorm,25,,80,2,24,1,8640,8,0.24725194991076124,0.26651242697306915,0.30615694278494093,0.2079328901553846,0.3720876714245782,0.0020033700000000997,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,dots,znorm,50,,80,2,24,1,8640,8,0.24802518996449882,0.26896487281985604,0.30399975425866416,0.20918242853450672,0.37069021992977413,0.0020044720000001012,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,minimal,P,,,80,2,24,1,8640,10,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.0020568400000000263,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,minimal,F,,,80,2,24,1,8640,10,0.2441101686494169,0.26266470868600633,0.301380593312558,0.20502490062930345,0.3712268218685332,0.00010355599999999563,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,minimal,F_legacy,,,80,2,24,1,8640,10,0.24908695622729213,0.2700477966902638,0.30593443521711716,0.20792511956438275,0.37025215320723853,0.00019227900000000312,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
nasa-steerable-v1,minimal,T,0,,80,2,24,1,8640,10,0.2475392360678618,0.2523801357005757,0.3030073032494931,0.17012545630847306,0.3804626907827942,0.003939792000000124,73fc5d7091b1195ee52eaf8c56caaf53d5f22fff,inverted
